STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
01,AL,35010,1,3850.0000,1930.0000,500.0000,1360.0000,1900.0000,6750.0000,2850.0000,290.0000,160.0000,130.0000,50624.0000,3850.0000,51289.0000,3230.0000,41863.0000,360.0000,275.0000,180.0000,337.0000,160.0000,214.0000,50.0000,24.0000,480.0000,2106.0000,150.0000,105.0000,200.0000,1258.0000,510.0000,4135.0000,30.0000,250.0000,740.0000,170.0000,282.0000,0.0000,0.0000,470.0000,665.0000,0.0000,0.0000,0.0000,0.0000,60.0000,212.0000,0.0000,0.0000,60.0000,52.0000,40.0000,86.0000,0.0000,0.0000,200.0000,2912.0000,3101.0000,90.0000,59.0000,90.0000,74.0000,100.0000,56.0000,190.0000,316.0000,100.0000,451.0000,160.0000,418.0000,1400.0000,7590.0000,1400.0000,817.0000,0.0000,0.0000,50.0000,26.0000,480.0000,166.0000,20.0000,1.0000,60.0000,19.0000,120.0000,66.0000,130.0000,21.0000,180.0000,57.0000,0.0000,0.0000,360.0000,459.0000,130.0000,383.0000,130.0000,385.0000,280.0000,33.0000,3610.0000,10930.0000,1910.0000,5717.0000,1800.0000,5384.0000,1300.0000,1645.0000,300.0000,302.0000,70.0000,37.0000,1040.0000,650.0000,1550.0000,1179.0000,0.0000,0.0000,0.0000,0.0000,240.0000,160.0000,3430.0000,9935.0000
01,AL,35010,2,2130.0000,700.0000,630.0000,740.0000,1200.0000,4980.0000,2220.0000,170.0000,110.0000,60.0000,74101.0000,2130.0000,74768.0000,1870.0000,61104.0000,350.0000,388.0000,140.0000,333.0000,130.0000,188.0000,160.0000,83.0000,220.0000,1046.0000,130.0000,260.0000,150.0000,1436.0000,420.0000,6915.0000,0.0000,110.0000,332.0000,400.0000,2423.0000,50.0000,274.0000,330.0000,667.0000,50.0000,12.0000,0.0000,0.0000,40.0000,209.0000,50.0000,135.0000,120.0000,123.0000,0.0000,0.0000,0.0000,0.0000,300.0000,4274.0000,11261.0000,210.0000,360.0000,90.0000,98.0000,220.0000,152.0000,300.0000,685.0000,200.0000,1009.0000,250.0000,944.0000,2010.0000,33560.0000,2010.0000,3995.0000,0.0000,0.0000,30.0000,28.0000,1020.0000,869.0000,0.0000,0.0000,180.0000,103.0000,160.0000,165.0000,310.0000,52.0000,650.0000,522.0000,60.0000,20.0000,140.0000,287.0000,70.0000,202.0000,50.0000,195.0000,230.0000,47.0000,2100.0000,9075.0000,630.0000,1324.0000,540.0000,1144.0000,600.0000,1078.0000,150.0000,129.0000,20.0000,16.0000,1460.0000,3126.0000,1630.0000,3538.0000,0.0000,0.0000,0.0000,0.0000,250.0000,325.0000,1850.0000,5843.0000
01,AL,35010,3,890.0000,220.0000,540.0000,110.0000,530.0000,2080.0000,660.0000,50.0000,0.0000,50.0000,54579.0000,890.0000,55002.0000,760.0000,40818.0000,270.0000,309.0000,130.0000,363.0000,110.0000,222.0000,170.0000,104.0000,130.0000,986.0000,100.0000,354.0000,120.0000,1474.0000,260.0000,6043.0000,30.0000,50.0000,192.0000,240.0000,3735.0000,40.0000,314.0000,230.0000,423.0000,30.0000,8.0000,0.0000,0.0000,30.0000,124.0000,30.0000,108.0000,100.0000,109.0000,0.0000,0.0000,0.0000,0.0000,290.0000,4984.0000,17932.0000,220.0000,516.0000,60.0000,103.0000,240.0000,168.0000,290.0000,847.0000,210.0000,1133.0000,250.0000,1292.0000,880.0000,34734.0000,880.0000,4764.0000,0.0000,0.0000,30.0000,64.0000,390.0000,588.0000,30.0000,2.0000,90.0000,52.0000,90.0000,113.0000,60.0000,8.0000,260.0000,386.0000,40.0000,22.0000,100.0000,258.0000,0.0000,0.0000,30.0000,103.0000,50.0000,18.0000,880.0000,5796.0000,0.0000,0.0000,0.0000,0.0000,30.0000,36.0000,80.0000,71.0000,0.0000,0.0000,850.0000,4176.0000,860.0000,4515.0000,0.0000,0.0000,0.0000,0.0000,220.0000,506.0000,640.0000,1729.0000
01,AL,35010,4,560.0000,50.0000,480.0000,30.0000,350.0000,1510.0000,470.0000,40.0000,0.0000,40.0000,48292.0000,560.0000,48623.0000,470.0000,34959.0000,250.0000,363.0000,120.0000,635.0000,110.0000,435.0000,170.0000,119.0000,110.0000,891.0000,100.0000,535.0000,90.0000,1357.0000,200.0000,5796.0000,30.0000,20.0000,110.0000,160.0000,3380.0000,30.0000,354.0000,180.0000,331.0000,40.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,64.0000,0.0000,0.0000,0.0000,0.0000,250.0000,4889.0000,21611.0000,200.0000,656.0000,50.0000,72.0000,220.0000,180.0000,250.0000,969.0000,200.0000,1466.0000,230.0000,1355.0000,560.0000,33649.0000,560.0000,4650.0000,0.0000,0.0000,0.0000,0.0000,280.0000,478.0000,50.0000,15.0000,70.0000,46.0000,60.0000,77.0000,0.0000,0.0000,190.0000,325.0000,40.0000,15.0000,80.0000,184.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,550.0000,5402.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,37.0000,0.0000,0.0000,550.0000,4172.0000,550.0000,4403.0000,0.0000,0.0000,0.0000,0.0000,150.0000,305.0000,390.0000,1244.0000
01,AL,35010,5,540.0000,50.0000,490.0000,0.0000,360.0000,1450.0000,420.0000,0.0000,0.0000,0.0000,70249.0000,540.0000,71001.0000,450.0000,46176.0000,310.0000,739.0000,180.0000,1476.0000,160.0000,1197.0000,240.0000,265.0000,120.0000,1681.0000,170.0000,1670.0000,110.0000,3297.0000,200.0000,7855.0000,30.0000,20.0000,81.0000,180.0000,4411.0000,80.0000,1896.0000,190.0000,752.0000,50.0000,12.0000,0.0000,0.0000,30.0000,184.0000,30.0000,163.0000,50.0000,56.0000,0.0000,0.0000,0.0000,0.0000,350.0000,8626.0000,46976.0000,310.0000,1590.0000,50.0000,112.0000,330.0000,467.0000,350.0000,2250.0000,290.0000,2643.0000,330.0000,2416.0000,540.0000,53497.0000,540.0000,8891.0000,0.0000,0.0000,0.0000,0.0000,250.0000,342.0000,70.0000,14.0000,60.0000,42.0000,70.0000,83.0000,0.0000,0.0000,120.0000,160.0000,0.0000,0.0000,80.0000,274.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,530.0000,9394.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,51.0000,0.0000,0.0000,540.0000,8549.0000,540.0000,8906.0000,0.0000,0.0000,0.0000,0.0000,230.0000,955.0000,280.0000,1310.0000
01,AL,35010,6,150.0000,0.0000,140.0000,0.0000,130.0000,390.0000,100.0000,0.0000,0.0000,0.0000,64974.0000,150.0000,65935.0000,130.0000,25715.0000,120.0000,710.0000,100.0000,4614.0000,90.0000,3540.0000,70.0000,241.0000,50.0000,3334.0000,100.0000,5995.0000,30.0000,2006.0000,60.0000,4579.0000,0.0000,0.0000,0.0000,50.0000,1163.0000,60.0000,9741.0000,70.0000,961.0000,0.0000,0.0000,0.0000,0.0000,30.0000,375.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,140.0000,13522.0000,62397.0000,130.0000,2092.0000,0.0000,0.0000,140.0000,544.0000,140.0000,2728.0000,110.0000,1800.0000,140.0000,2178.0000,150.0000,50282.0000,150.0000,12688.0000,50.0000,367.0000,0.0000,0.0000,60.0000,112.0000,50.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,336.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,13446.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,12658.0000,150.0000,13429.0000,50.0000,53.0000,80.0000,282.0000,80.0000,1511.0000,50.0000,762.0000
01,AL,35014,1,670.0000,340.0000,80.0000,230.0000,380.0000,1080.0000,420.0000,0.0000,0.0000,0.0000,9031.0000,670.0000,9147.0000,550.0000,7497.0000,70.0000,25.0000,20.0000,20.0000,30.0000,28.0000,0.0000,0.0000,110.0000,378.0000,30.0000,37.0000,30.0000,171.0000,90.0000,912.0000,20.0000,40.0000,101.0000,30.0000,51.0000,0.0000,0.0000,110.0000,116.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,666.0000,730.0000,30.0000,19.0000,0.0000,0.0000,0.0000,0.0000,40.0000,68.0000,30.0000,135.0000,30.0000,70.0000,280.0000,1507.0000,280.0000,161.0000,0.0000,0.0000,0.0000,0.0000,100.0000,35.0000,0.0000,0.0000,0.0000,0.0000,20.0000,11.0000,30.0000,6.0000,40.0000,15.0000,0.0000,0.0000,80.0000,93.0000,30.0000,94.0000,30.0000,104.0000,30.0000,3.0000,620.0000,1846.0000,330.0000,953.0000,310.0000,866.0000,200.0000,218.0000,90.0000,103.0000,0.0000,0.0000,200.0000,126.0000,290.0000,227.0000,0.0000,0.0000,0.0000,0.0000,40.0000,19.0000,600.0000,1650.0000
01,AL,35014,2,480.0000,140.0000,110.0000,220.0000,300.0000,1030.0000,440.0000,0.0000,0.0000,0.0000,17069.0000,480.0000,17196.0000,440.0000,14685.0000,80.0000,32.0000,30.0000,46.0000,0.0000,0.0000,90.0000,45.0000,50.0000,144.0000,0.0000,0.0000,30.0000,349.0000,90.0000,1466.0000,0.0000,50.0000,129.0000,70.0000,390.0000,0.0000,0.0000,90.0000,127.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,130.0000,40.0000,34.0000,0.0000,0.0000,0.0000,0.0000,130.0000,2106.0000,4931.0000,110.0000,159.0000,40.0000,49.0000,100.0000,42.0000,130.0000,229.0000,70.0000,292.0000,110.0000,467.0000,470.0000,7710.0000,470.0000,908.0000,0.0000,0.0000,0.0000,0.0000,250.0000,240.0000,0.0000,0.0000,40.0000,27.0000,80.0000,94.0000,90.0000,16.0000,140.0000,120.0000,40.0000,17.0000,40.0000,88.0000,0.0000,0.0000,0.0000,0.0000,30.0000,6.0000,470.0000,1981.0000,190.0000,340.0000,150.0000,289.0000,110.0000,128.0000,70.0000,68.0000,0.0000,0.0000,350.0000,668.0000,370.0000,755.0000,0.0000,0.0000,0.0000,0.0000,50.0000,78.0000,430.0000,1305.0000
01,AL,35014,3,210.0000,60.0000,90.0000,50.0000,140.0000,460.0000,160.0000,0.0000,0.0000,0.0000,12569.0000,210.0000,12645.0000,190.0000,10236.0000,50.0000,30.0000,0.0000,0.0000,30.0000,37.0000,70.0000,61.0000,40.0000,10.0000,30.0000,188.0000,30.0000,472.0000,50.0000,1409.0000,0.0000,0.0000,0.0000,50.0000,656.0000,0.0000,0.0000,40.0000,76.0000,30.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,32.0000,0.0000,0.0000,0.0000,0.0000,90.0000,1828.0000,5564.0000,80.0000,187.0000,0.0000,0.0000,60.0000,42.0000,90.0000,257.0000,50.0000,280.0000,80.0000,416.0000,210.0000,7710.0000,210.0000,1059.0000,0.0000,0.0000,0.0000,0.0000,90.0000,109.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,0.0000,60.0000,72.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,210.0000,1473.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,949.0000,200.0000,995.0000,0.0000,0.0000,0.0000,0.0000,30.0000,75.0000,170.0000,549.0000
01,AL,35014,4,150.0000,20.0000,100.0000,30.0000,110.0000,360.0000,110.0000,0.0000,0.0000,0.0000,12676.0000,150.0000,12742.0000,140.0000,10528.0000,70.0000,19.0000,20.0000,46.0000,0.0000,0.0000,50.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,1048.0000,30.0000,0.0000,0.0000,30.0000,564.0000,0.0000,0.0000,40.0000,66.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.0000,1242.0000,5641.0000,60.0000,209.0000,0.0000,0.0000,50.0000,33.0000,70.0000,268.0000,50.0000,333.0000,70.0000,350.0000,150.0000,9015.0000,150.0000,1290.0000,0.0000,0.0000,0.0000,0.0000,60.0000,97.0000,0.0000,0.0000,0.0000,0.0000,30.0000,38.0000,0.0000,0.0000,50.0000,64.0000,0.0000,0.0000,30.0000,86.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,1528.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,24.0000,0.0000,0.0000,150.0000,1193.0000,150.0000,1223.0000,0.0000,0.0000,0.0000,0.0000,40.0000,97.0000,110.0000,402.0000
01,AL,35014,5,140.0000,0.0000,120.0000,0.0000,110.0000,350.0000,100.0000,0.0000,0.0000,0.0000,21178.0000,140.0000,21444.0000,120.0000,13316.0000,80.0000,72.0000,50.0000,521.0000,50.0000,330.0000,70.0000,71.0000,20.0000,263.0000,40.0000,589.0000,30.0000,1198.0000,60.0000,1873.0000,0.0000,0.0000,0.0000,40.0000,1022.0000,40.0000,1121.0000,50.0000,266.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.0000,2486.0000,16010.0000,90.0000,562.0000,0.0000,0.0000,90.0000,117.0000,90.0000,718.0000,80.0000,599.0000,90.0000,799.0000,140.0000,16825.0000,130.0000,3239.0000,0.0000,0.0000,0.0000,0.0000,50.0000,55.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,32.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.0000,3343.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.0000,3180.0000,130.0000,3330.0000,0.0000,0.0000,0.0000,0.0000,60.0000,434.0000,70.0000,277.0000
01,AL,35014,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
01,AL,35016,1,2870.0000,1660.0000,630.0000,530.0000,1720.0000,4420.0000,1360.0000,150.0000,80.0000,80.0000,35019.0000,2870.0000,35764.0000,2140.0000,25047.0000,410.0000,325.0000,160.0000,200.0000,140.0000,112.0000,50.0000,20.0000,530.0000,3911.0000,120.0000,101.0000,190.0000,1276.0000,420.0000,4360.0000,40.0000,110.0000,333.0000,140.0000,225.0000,30.0000,31.0000,540.0000,745.0000,0.0000,0.0000,0.0000,0.0000,60.0000,237.0000,0.0000,0.0000,60.0000,38.0000,0.0000,0.0000,0.0000,0.0000,170.0000,2496.0000,2545.0000,50.0000,42.0000,100.0000,77.0000,90.0000,51.0000,170.0000,197.0000,80.0000,426.0000,130.0000,288.0000,1070.0000,6096.0000,1080.0000,654.0000,0.0000,0.0000,40.0000,19.0000,300.0000,86.0000,0.0000,0.0000,30.0000,5.0000,60.0000,28.0000,130.0000,22.0000,80.0000,25.0000,0.0000,0.0000,460.0000,631.0000,120.0000,486.0000,120.0000,469.0000,230.0000,24.0000,2630.0000,6137.0000,1170.0000,2933.0000,1030.0000,2474.0000,650.0000,769.0000,120.0000,95.0000,70.0000,37.0000,900.0000,567.0000,1410.0000,1243.0000,0.0000,0.0000,0.0000,0.0000,260.0000,187.0000,2460.0000,5068.0000
01,AL,35016,2,1640.0000,600.0000,750.0000,250.0000,1090.0000,3480.0000,1090.0000,80.0000,40.0000,40.0000,59609.0000,1640.0000,60298.0000,1330.0000,45044.0000,400.0000,261.0000,150.0000,221.0000,130.0000,137.0000,150.0000,83.0000,230.0000,1908.0000,140.0000,394.0000,170.0000,1367.0000,400.0000,8431.0000,60.0000,70.0000,165.0000,380.0000,2159.0000,40.0000,412.0000,320.0000,689.0000,30.0000,7.0000,0.0000,0.0000,50.0000,232.0000,40.0000,122.0000,90.0000,82.0000,0.0000,0.0000,0.0000,0.0000,270.0000,4117.0000,10469.0000,180.0000,274.0000,80.0000,87.0000,210.0000,124.0000,270.0000,533.0000,170.0000,914.0000,220.0000,703.0000,1570.0000,28469.0000,1560.0000,3394.0000,0.0000,0.0000,50.0000,38.0000,710.0000,573.0000,30.0000,1.0000,70.0000,31.0000,110.0000,103.0000,280.0000,55.0000,410.0000,368.0000,60.0000,16.0000,170.0000,375.0000,80.0000,244.0000,80.0000,275.0000,150.0000,26.0000,1620.0000,6811.0000,440.0000,912.0000,360.0000,739.0000,330.0000,453.0000,90.0000,76.0000,30.0000,23.0000,1260.0000,2820.0000,1410.0000,3269.0000,0.0000,0.0000,0.0000,0.0000,230.0000,316.0000,1390.0000,3825.0000
01,AL,35016,3,1030.0000,230.0000,700.0000,80.0000,720.0000,2440.0000,710.0000,20.0000,0.0000,20.0000,63591.0000,1030.0000,64118.0000,840.0000,45783.0000,390.0000,337.0000,160.0000,441.0000,150.0000,297.0000,210.0000,132.0000,150.0000,1015.0000,130.0000,436.0000,150.0000,1636.0000,340.0000,10618.0000,60.0000,40.0000,104.0000,280.0000,3778.0000,60.0000,352.0000,250.0000,527.0000,40.0000,11.0000,0.0000,0.0000,40.0000,202.0000,30.0000,121.0000,90.0000,85.0000,40.0000,89.0000,0.0000,0.0000,310.0000,5123.0000,19237.0000,230.0000,540.0000,70.0000,86.0000,270.0000,187.0000,310.0000,876.0000,240.0000,1385.0000,260.0000,991.0000,1030.0000,40554.0000,1030.0000,5454.0000,0.0000,0.0000,0.0000,0.0000,470.0000,677.0000,30.0000,2.0000,80.0000,36.0000,100.0000,127.0000,90.0000,16.0000,320.0000,469.0000,40.0000,10.0000,110.0000,254.0000,0.0000,0.0000,0.0000,0.0000,50.0000,24.0000,1020.0000,6903.0000,0.0000,0.0000,0.0000,0.0000,40.0000,46.0000,70.0000,68.0000,0.0000,0.0000,990.0000,4777.0000,1000.0000,5126.0000,0.0000,0.0000,0.0000,0.0000,220.0000,462.0000,800.0000,2209.0000
01,AL,35016,4,670.0000,80.0000,560.0000,20.0000,470.0000,1760.0000,540.0000,0.0000,0.0000,0.0000,57363.0000,670.0000,57765.0000,560.0000,41410.0000,280.0000,295.0000,120.0000,372.0000,110.0000,230.0000,200.0000,145.0000,120.0000,880.0000,120.0000,398.0000,100.0000,1482.0000,250.0000,9568.0000,50.0000,40.0000,98.0000,170.0000,3081.0000,40.0000,330.0000,200.0000,402.0000,40.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.0000,83.0000,0.0000,0.0000,0.0000,0.0000,280.0000,4984.0000,24296.0000,220.0000,705.0000,50.0000,90.0000,260.0000,188.0000,280.0000,1049.0000,230.0000,1372.0000,260.0000,1336.0000,670.0000,40624.0000,670.0000,5768.0000,0.0000,0.0000,0.0000,0.0000,320.0000,536.0000,30.0000,1.0000,70.0000,34.0000,80.0000,107.0000,0.0000,0.0000,230.0000,365.0000,40.0000,10.0000,80.0000,200.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,670.0000,6610.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,57.0000,0.0000,0.0000,660.0000,5232.0000,670.0000,5463.0000,0.0000,0.0000,0.0000,0.0000,170.0000,395.0000,480.0000,1502.0000
01,AL,35016,5,680.0000,40.0000,620.0000,20.0000,460.0000,1970.0000,670.0000,0.0000,0.0000,0.0000,90300.0000,680.0000,91004.0000,610.0000,69156.0000,360.0000,356.0000,190.0000,661.0000,180.0000,450.0000,360.0000,366.0000,140.0000,1841.0000,170.0000,1224.0000,120.0000,2710.0000,270.0000,10937.0000,70.0000,0.0000,0.0000,170.0000,3628.0000,70.0000,1044.0000,230.0000,704.0000,80.0000,23.0000,0.0000,0.0000,40.0000,233.0000,20.0000,122.0000,60.0000,44.0000,0.0000,0.0000,0.0000,0.0000,450.0000,9992.0000,60888.0000,400.0000,2081.0000,40.0000,107.0000,430.0000,454.0000,450.0000,2775.0000,390.0000,2977.0000,420.0000,2968.0000,680.0000,69578.0000,680.0000,11927.0000,0.0000,0.0000,0.0000,0.0000,300.0000,408.0000,60.0000,5.0000,60.0000,30.0000,90.0000,127.0000,0.0000,0.0000,160.0000,198.0000,40.0000,8.0000,100.0000,362.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,680.0000,12793.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.0000,82.0000,0.0000,0.0000,680.0000,11519.0000,680.0000,12075.0000,0.0000,0.0000,0.0000,0.0000,240.0000,939.0000,430.0000,1569.0000
01,AL,35016,6,100.0000,0.0000,90.0000,0.0000,80.0000,300.0000,110.0000,0.0000,0.0000,0.0000,31552.0000,100.0000,32157.0000,90.0000,21185.0000,80.0000,85.0000,50.0000,305.0000,50.0000,214.0000,70.0000,120.0000,30.0000,3810.0000,60.0000,906.0000,0.0000,0.0000,30.0000,1549.0000,20.0000,0.0000,0.0000,0.0000,0.0000,20.0000,2957.0000,40.0000,605.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.0000,3296.0000,28902.0000,90.0000,1033.0000,0.0000,0.0000,90.0000,212.0000,90.0000,1291.0000,70.0000,713.0000,90.0000,1099.0000,100.0000,27243.0000,100.0000,6816.0000,40.0000,91.0000,0.0000,0.0000,20.0000,13.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,254.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,6891.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,6796.0000,100.0000,7208.0000,60.0000,60.0000,40.0000,59.0000,50.0000,918.0000,40.0000,316.0000
01,AL,35019,1,390.0000,200.0000,110.0000,70.0000,280.0000,720.0000,260.0000,0.0000,0.0000,0.0000,5153.0000,390.0000,5285.0000,300.0000,3714.0000,60.0000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.0000,688.0000,0.0000,0.0000,0.0000,0.0000,60.0000,555.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.0000,132.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,19.0000,0.0000,0.0000,0.0000,0.0000,20.0000,322.0000,351.0000,0.0000,0.0000,20.0000,25.0000,0.0000,0.0000,20.0000,17.0000,0.0000,0.0000,0.0000,0.0000,140.0000,797.0000,140.0000,85.0000,0.0000,0.0000,0.0000,0.0000,30.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.0000,131.0000,0.0000,0.0000,20.0000,72.0000,40.0000,3.0000,360.0000,1021.0000,180.0000,534.0000,160.0000,430.0000,120.0000,155.0000,20.0000,15.0000,0.0000,0.0000,120.0000,75.0000,210.0000,214.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,340.0000,836.0000
01,AL,35019,2,260.0000,80.0000,140.0000,50.0000,190.0000,620.0000,220.0000,0.0000,0.0000,0.0000,9349.0000,260.0000,9414.0000,220.0000,7372.0000,60.0000,27.0000,50.0000,41.0000,50.0000,29.0000,40.0000,19.0000,40.0000,334.0000,40.0000,21.0000,40.0000,278.0000,50.0000,1033.0000,0.0000,40.0000,91.0000,70.0000,319.0000,0.0000,0.0000,50.0000,65.0000,20.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,690.0000,1724.0000,30.0000,43.0000,0.0000,0.0000,50.0000,25.0000,40.0000,72.0000,50.0000,357.0000,60.0000,199.0000,240.0000,4080.0000,240.0000,473.0000,0.0000,0.0000,0.0000,0.0000,110.0000,98.0000,0.0000,0.0000,30.0000,18.0000,0.0000,0.0000,80.0000,14.0000,90.0000,66.0000,0.0000,0.0000,50.0000,97.0000,0.0000,0.0000,0.0000,0.0000,40.0000,9.0000,250.0000,1133.0000,80.0000,175.0000,70.0000,137.0000,70.0000,116.0000,0.0000,0.0000,0.0000,0.0000,180.0000,375.0000,210.0000,448.0000,0.0000,0.0000,0.0000,0.0000,30.0000,21.0000,230.0000,715.0000
01,AL,35019,3,120.0000,30.0000,90.0000,0.0000,90.0000,300.0000,90.0000,0.0000,0.0000,0.0000,7373.0000,120.0000,7428.0000,110.0000,6348.0000,40.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,500.0000,0.0000,0.0000,20.0000,279.0000,20.0000,580.0000,30.0000,0.0000,0.0000,20.0000,272.0000,30.0000,327.0000,30.0000,55.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,13.0000,0.0000,0.0000,0.0000,0.0000,30.0000,528.0000,1533.0000,20.0000,53.0000,0.0000,0.0000,0.0000,0.0000,30.0000,87.0000,0.0000,0.0000,0.0000,0.0000,120.0000,4639.0000,120.0000,617.0000,0.0000,0.0000,0.0000,0.0000,60.0000,87.0000,0.0000,0.0000,0.0000,0.0000,50.0000,57.0000,0.0000,0.0000,40.0000,64.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120.0000,810.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,22.0000,0.0000,0.0000,110.0000,530.0000,120.0000,573.0000,0.0000,0.0000,0.0000,0.0000,40.0000,68.0000,90.0000,262.0000
