STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
01,AL,35004,5,590.0000,40.0000,530.0000,0.0000,300.0000,1660.0000,550.0000,0.0000,0.0000,0.0000,74554.0000,590.0000,75493.0000,560.0000,64835.0000,260.0000,150.0000,140.0000,236.0000,130.0000,149.0000,350.0000,310.0000,100.0000,1671.0000,100.0000,364.0000,60.0000,1459.0000,150.0000,3991.0000,0.0000,0.0000,0.0000,90.0000,1796.0000,40.0000,1408.0000,240.0000,939.0000,30.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.0000,132.0000,0.0000,0.0000,0.0000,0.0000,450.0000,9296.0000,57663.0000,430.0000,2268.0000,0.0000,0.0000,420.0000,353.0000,450.0000,2766.0000,400.0000,2900.0000,420.0000,2321.0000,590.0000,56931.0000,590.0000,9612.0000,0.0000,0.0000,0.0000,0.0000,310.0000,448.0000,40.0000,3.0000,120.0000,66.0000,70.0000,99.0000,0.0000,0.0000,190.0000,249.0000,0.0000,0.0000,60.0000,228.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,590.0000,10176.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,59.0000,0.0000,0.0000,580.0000,9179.0000,580.0000,9419.0000,0.0000,0.0000,0.0000,0.0000,200.0000,625.0000,380.0000,1553.0000
01,AL,35004,6,50.0000,0.0000,50.0000,0.0000,40.0000,130.0000,30.0000,0.0000,0.0000,0.0000,16122.0000,50.0000,16122.0000,50.0000,7894.0000,30.0000,161.0000,20.0000,82.0000,20.0000,58.0000,30.0000,58.0000,0.0000,0.0000,20.0000,1048.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,2677.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,2272.0000,15613.0000,40.0000,611.0000,0.0000,0.0000,40.0000,82.0000,50.0000,711.0000,30.0000,265.0000,40.0000,1089.0000,50.0000,13418.0000,50.0000,3364.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,3842.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,3348.0000,50.0000,3567.0000,0.0000,0.0000,20.0000,45.0000,30.0000,503.0000,0.0000,0.0000
01,AL,35005,1,1360.0000,770.0000,190.0000,380.0000,780.0000,2310.0000,900.0000,40.0000,40.0000,0.0000,18292.0000,1360.0000,18606.0000,1070.0000,14321.0000,140.0000,112.0000,60.0000,64.0000,50.0000,45.0000,50.0000,20.0000,250.0000,860.0000,30.0000,20.0000,90.0000,532.0000,230.0000,2288.0000,0.0000,50.0000,176.0000,80.0000,148.0000,0.0000,0.0000,230.0000,314.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,18.0000,20.0000,69.0000,0.0000,0.0000,120.0000,1527.0000,1958.0000,60.0000,47.0000,40.0000,30.0000,60.0000,40.0000,120.0000,176.0000,60.0000,291.0000,100.0000,299.0000,550.0000,3152.0000,550.0000,338.0000,0.0000,0.0000,20.0000,17.0000,210.0000,74.0000,0.0000,0.0000,0.0000,0.0000,60.0000,40.0000,80.0000,11.0000,60.0000,17.0000,0.0000,0.0000,170.0000,236.0000,50.0000,156.0000,60.0000,181.0000,80.0000,9.0000,1280.0000,3746.0000,630.0000,1939.0000,590.0000,1734.0000,400.0000,492.0000,130.0000,120.0000,30.0000,10.0000,410.0000,264.0000,620.0000,520.0000,0.0000,0.0000,0.0000,0.0000,80.0000,62.0000,1230.0000,3277.0000
01,AL,35005,2,1030.0000,400.0000,280.0000,320.0000,570.0000,2090.0000,780.0000,40.0000,40.0000,0.0000,37067.0000,1030.0000,37327.0000,910.0000,31099.0000,170.0000,95.0000,60.0000,120.0000,50.0000,89.0000,160.0000,87.0000,110.0000,-283.0000,40.0000,85.0000,80.0000,811.0000,220.0000,3830.0000,0.0000,30.0000,77.0000,200.0000,1226.0000,0.0000,0.0000,160.0000,260.0000,30.0000,7.0000,0.0000,0.0000,0.0000,0.0000,30.0000,82.0000,80.0000,96.0000,0.0000,0.0000,0.0000,0.0000,290.0000,4293.0000,11029.0000,220.0000,398.0000,50.0000,65.0000,210.0000,156.0000,290.0000,741.0000,210.0000,1011.0000,270.0000,1064.0000,990.0000,17970.0000,990.0000,2169.0000,0.0000,0.0000,0.0000,0.0000,490.0000,466.0000,0.0000,0.0000,100.0000,57.0000,120.0000,122.0000,160.0000,28.0000,250.0000,235.0000,60.0000,29.0000,30.0000,71.0000,0.0000,0.0000,0.0000,0.0000,80.0000,17.0000,1010.0000,4258.0000,300.0000,576.0000,260.0000,511.0000,220.0000,280.0000,100.0000,101.0000,0.0000,0.0000,780.0000,1703.0000,830.0000,1847.0000,0.0000,0.0000,0.0000,0.0000,120.0000,119.0000,910.0000,2560.0000
01,AL,35005,3,460.0000,140.0000,210.0000,100.0000,270.0000,1010.0000,350.0000,0.0000,0.0000,0.0000,27889.0000,460.0000,28046.0000,430.0000,23722.0000,100.0000,63.0000,40.0000,59.0000,30.0000,43.0000,170.0000,113.0000,60.0000,126.0000,30.0000,31.0000,40.0000,396.0000,110.0000,1930.0000,0.0000,20.0000,45.0000,100.0000,1352.0000,40.0000,332.0000,100.0000,157.0000,20.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,66.0000,0.0000,0.0000,0.0000,0.0000,230.0000,3971.0000,14116.0000,200.0000,525.0000,30.0000,78.0000,190.0000,156.0000,230.0000,838.0000,190.0000,901.0000,220.0000,1095.0000,460.0000,17559.0000,460.0000,2437.0000,0.0000,0.0000,0.0000,0.0000,200.0000,322.0000,0.0000,0.0000,40.0000,25.0000,70.0000,94.0000,30.0000,3.0000,140.0000,199.0000,30.0000,19.0000,40.0000,65.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,450.0000,3093.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,58.0000,0.0000,0.0000,440.0000,2115.0000,440.0000,2193.0000,0.0000,0.0000,0.0000,0.0000,90.0000,175.0000,360.0000,1064.0000
01,AL,35005,4,220.0000,40.0000,170.0000,40.0000,130.0000,550.0000,160.0000,0.0000,0.0000,0.0000,19099.0000,220.0000,19188.0000,210.0000,16462.0000,60.0000,40.0000,30.0000,49.0000,30.0000,29.0000,90.0000,63.0000,20.0000,56.0000,20.0000,70.0000,20.0000,397.0000,50.0000,1137.0000,0.0000,0.0000,0.0000,40.0000,727.0000,0.0000,0.0000,40.0000,89.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.0000,1979.0000,9204.0000,100.0000,348.0000,0.0000,0.0000,90.0000,65.0000,110.0000,474.0000,90.0000,469.0000,100.0000,639.0000,220.0000,13577.0000,220.0000,1959.0000,0.0000,0.0000,0.0000,0.0000,90.0000,144.0000,0.0000,0.0000,30.0000,17.0000,0.0000,0.0000,0.0000,0.0000,70.0000,102.0000,30.0000,11.0000,20.0000,29.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,220.0000,2334.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,220.0000,1815.0000,220.0000,1845.0000,0.0000,0.0000,0.0000,0.0000,40.0000,120.0000,180.0000,608.0000
01,AL,35005,5,180.0000,0.0000,150.0000,0.0000,110.0000,500.0000,170.0000,0.0000,0.0000,0.0000,24354.0000,180.0000,24501.0000,180.0000,18931.0000,60.0000,19.0000,30.0000,64.0000,30.0000,33.0000,80.0000,70.0000,30.0000,8.0000,20.0000,50.0000,30.0000,653.0000,70.0000,2007.0000,0.0000,0.0000,0.0000,30.0000,590.0000,0.0000,0.0000,60.0000,147.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,33.0000,0.0000,0.0000,0.0000,0.0000,120.0000,2773.0000,17329.0000,100.0000,533.0000,0.0000,0.0000,110.0000,127.0000,120.0000,849.0000,100.0000,593.0000,120.0000,885.0000,180.0000,18886.0000,180.0000,3389.0000,0.0000,0.0000,0.0000,0.0000,80.0000,124.0000,0.0000,0.0000,0.0000,0.0000,30.0000,48.0000,0.0000,0.0000,40.0000,53.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,180.0000,3447.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,31.0000,0.0000,0.0000,180.0000,3257.0000,180.0000,3351.0000,0.0000,0.0000,0.0000,0.0000,60.0000,305.0000,120.0000,409.0000
01,AL,35005,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
01,AL,35006,1,460.0000,280.0000,100.0000,70.0000,270.0000,690.0000,190.0000,0.0000,0.0000,0.0000,5874.0000,460.0000,5939.0000,340.0000,3985.0000,60.0000,36.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.0000,549.0000,0.0000,0.0000,30.0000,185.0000,90.0000,929.0000,0.0000,30.0000,67.0000,40.0000,76.0000,0.0000,0.0000,80.0000,65.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,431.0000,530.0000,0.0000,0.0000,30.0000,34.0000,20.0000,13.0000,30.0000,41.0000,0.0000,0.0000,20.0000,64.0000,190.0000,1157.0000,200.0000,124.0000,0.0000,0.0000,20.0000,6.0000,30.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,78.0000,30.0000,85.0000,30.0000,97.0000,30.0000,3.0000,410.0000,935.0000,170.0000,410.0000,150.0000,347.0000,90.0000,100.0000,20.0000,18.0000,0.0000,0.0000,180.0000,116.0000,240.0000,200.0000,0.0000,0.0000,0.0000,0.0000,40.0000,25.0000,390.0000,759.0000
01,AL,35006,2,320.0000,110.0000,150.0000,60.0000,230.0000,740.0000,260.0000,0.0000,0.0000,0.0000,11632.0000,320.0000,11707.0000,280.0000,8966.0000,50.0000,26.0000,40.0000,41.0000,30.0000,16.0000,30.0000,15.0000,40.0000,230.0000,30.0000,48.0000,40.0000,418.0000,80.0000,1512.0000,0.0000,0.0000,0.0000,90.0000,505.0000,0.0000,0.0000,50.0000,75.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,28.0000,0.0000,0.0000,0.0000,0.0000,50.0000,760.0000,1828.0000,50.0000,68.0000,0.0000,0.0000,30.0000,21.0000,50.0000,99.0000,40.0000,154.0000,40.0000,195.0000,310.0000,5291.0000,310.0000,624.0000,0.0000,0.0000,0.0000,0.0000,140.0000,110.0000,0.0000,0.0000,0.0000,0.0000,20.0000,19.0000,80.0000,14.0000,100.0000,86.0000,0.0000,0.0000,50.0000,56.0000,0.0000,0.0000,0.0000,0.0000,40.0000,9.0000,320.0000,1381.0000,100.0000,219.0000,80.0000,179.0000,80.0000,111.0000,0.0000,0.0000,0.0000,0.0000,240.0000,514.0000,270.0000,578.0000,0.0000,0.0000,0.0000,0.0000,40.0000,37.0000,290.0000,837.0000
01,AL,35006,3,190.0000,40.0000,120.0000,30.0000,140.0000,470.0000,160.0000,0.0000,0.0000,0.0000,11847.0000,190.0000,11916.0000,180.0000,9645.0000,50.0000,14.0000,30.0000,36.0000,0.0000,0.0000,40.0000,20.0000,20.0000,74.0000,0.0000,0.0000,0.0000,0.0000,60.0000,1340.0000,0.0000,20.0000,55.0000,40.0000,559.0000,0.0000,0.0000,40.0000,69.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,770.0000,3319.0000,50.0000,121.0000,0.0000,0.0000,40.0000,29.0000,50.0000,177.0000,40.0000,165.0000,40.0000,182.0000,190.0000,7668.0000,190.0000,1056.0000,0.0000,0.0000,0.0000,0.0000,90.0000,130.0000,0.0000,0.0000,30.0000,12.0000,0.0000,0.0000,0.0000,0.0000,70.0000,116.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,190.0000,1406.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,190.0000,926.0000,190.0000,952.0000,0.0000,0.0000,0.0000,0.0000,40.0000,50.0000,150.0000,502.0000
01,AL,35006,4,130.0000,20.0000,110.0000,0.0000,100.0000,340.0000,100.0000,0.0000,0.0000,0.0000,11119.0000,130.0000,11169.0000,120.0000,8624.0000,50.0000,14.0000,0.0000,0.0000,40.0000,34.0000,40.0000,27.0000,40.0000,199.0000,20.0000,81.0000,30.0000,887.0000,50.0000,1196.0000,0.0000,0.0000,0.0000,30.0000,646.0000,0.0000,0.0000,30.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,29.0000,0.0000,0.0000,0.0000,0.0000,50.0000,892.0000,4019.0000,40.0000,144.0000,0.0000,0.0000,40.0000,39.0000,50.0000,205.0000,40.0000,225.0000,40.0000,161.0000,130.0000,7876.0000,130.0000,1116.0000,0.0000,0.0000,0.0000,0.0000,50.0000,78.0000,0.0000,0.0000,0.0000,0.0000,30.0000,31.0000,0.0000,0.0000,40.0000,66.0000,0.0000,0.0000,30.0000,37.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.0000,1395.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.0000,0.0000,130.0000,1038.0000,130.0000,1082.0000,0.0000,0.0000,0.0000,0.0000,30.0000,64.0000,100.0000,373.0000
01,AL,35006,5,150.0000,0.0000,140.0000,0.0000,110.0000,420.0000,140.0000,0.0000,0.0000,0.0000,19475.0000,150.0000,19586.0000,140.0000,15646.0000,60.0000,16.0000,20.0000,13.0000,0.0000,0.0000,70.0000,49.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,1637.0000,0.0000,0.0000,0.0000,30.0000,450.0000,0.0000,0.0000,40.0000,111.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.0000,1725.0000,12232.0000,80.0000,441.0000,0.0000,0.0000,80.0000,71.0000,90.0000,575.0000,80.0000,450.0000,80.0000,422.0000,150.0000,15341.0000,150.0000,2703.0000,0.0000,0.0000,0.0000,0.0000,70.0000,97.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,69.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,2875.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,2604.0000,150.0000,2715.0000,0.0000,0.0000,0.0000,0.0000,50.0000,227.0000,90.0000,363.0000
01,AL,35006,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
01,AL,35007,1,4180.0000,2730.0000,570.0000,800.0000,1780.0000,5920.0000,2060.0000,100.0000,70.0000,30.0000,49855.0000,4180.0000,51015.0000,3270.0000,39284.0000,430.0000,199.0000,240.0000,303.0000,200.0000,177.0000,100.0000,42.0000,840.0000,5378.0000,170.0000,161.0000,190.0000,1334.0000,400.0000,3584.0000,0.0000,100.0000,306.0000,160.0000,285.0000,60.0000,66.0000,890.0000,1160.0000,0.0000,0.0000,0.0000,0.0000,60.0000,255.0000,0.0000,0.0000,140.0000,134.0000,60.0000,175.0000,0.0000,0.0000,310.0000,4197.0000,4827.0000,130.0000,141.0000,140.0000,108.0000,160.0000,149.0000,300.0000,450.0000,170.0000,899.0000,240.0000,570.0000,1680.0000,9561.0000,1670.0000,1018.0000,0.0000,0.0000,50.0000,18.0000,410.0000,145.0000,0.0000,0.0000,30.0000,11.0000,140.0000,71.0000,130.0000,22.0000,120.0000,39.0000,0.0000,0.0000,680.0000,959.0000,130.0000,408.0000,130.0000,397.0000,300.0000,35.0000,3740.0000,8141.0000,1300.0000,3569.0000,1170.0000,3046.0000,940.0000,1199.0000,250.0000,209.0000,80.0000,44.0000,1390.0000,873.0000,2150.0000,1900.0000,0.0000,0.0000,0.0000,0.0000,480.0000,361.0000,3440.0000,6643.0000
01,AL,35007,2,2640.0000,1120.0000,830.0000,570.0000,1200.0000,5490.0000,2030.0000,70.0000,30.0000,50.0000,97166.0000,2640.0000,98431.0000,2280.0000,78431.0000,450.0000,253.0000,230.0000,425.0000,190.0000,267.0000,410.0000,207.0000,390.0000,3345.0000,190.0000,511.0000,220.0000,2306.0000,480.0000,8230.0000,0.0000,80.0000,219.0000,460.0000,3229.0000,80.0000,733.0000,650.0000,1265.0000,70.0000,15.0000,0.0000,0.0000,60.0000,264.0000,60.0000,209.0000,290.0000,310.0000,0.0000,0.0000,0.0000,0.0000,750.0000,10815.0000,29325.0000,560.0000,923.0000,170.0000,217.0000,560.0000,489.0000,750.0000,1779.0000,550.0000,3172.0000,610.0000,1937.0000,2520.0000,47999.0000,2510.0000,5887.0000,0.0000,0.0000,50.0000,42.0000,1130.0000,1042.0000,40.0000,2.0000,160.0000,89.0000,240.0000,251.0000,330.0000,55.0000,670.0000,622.0000,60.0000,19.0000,280.0000,673.0000,80.0000,221.0000,70.0000,234.0000,210.0000,41.0000,2570.0000,10540.0000,620.0000,1177.0000,500.0000,973.0000,550.0000,869.0000,200.0000,189.0000,20.0000,17.0000,1990.0000,4845.0000,2190.0000,5611.0000,0.0000,0.0000,0.0000,0.0000,450.0000,725.0000,2170.0000,5653.0000
01,AL,35007,3,1870.0000,530.0000,1050.0000,230.0000,910.0000,4470.0000,1550.0000,0.0000,0.0000,0.0000,115565.0000,1870.0000,116842.0000,1700.0000,94300.0000,490.0000,240.0000,290.0000,616.0000,240.0000,346.0000,610.0000,358.0000,330.0000,2661.0000,200.0000,539.0000,190.0000,3083.0000,390.0000,8327.0000,30.0000,60.0000,174.0000,340.0000,5199.0000,100.0000,1062.0000,600.0000,1277.0000,80.0000,18.0000,0.0000,0.0000,50.0000,306.0000,40.0000,166.0000,270.0000,287.0000,30.0000,65.0000,0.0000,0.0000,850.0000,13508.0000,52703.0000,750.0000,1893.0000,90.0000,138.0000,730.0000,654.0000,850.0000,2882.0000,720.0000,4361.0000,750.0000,2930.0000,1870.0000,73191.0000,1870.0000,10080.0000,0.0000,0.0000,30.0000,59.0000,880.0000,1429.0000,40.0000,2.0000,170.0000,94.0000,180.0000,250.0000,120.0000,18.0000,660.0000,1017.0000,60.0000,24.0000,250.0000,518.0000,0.0000,0.0000,30.0000,91.0000,60.0000,21.0000,1850.0000,12378.0000,0.0000,0.0000,0.0000,0.0000,90.0000,137.0000,140.0000,137.0000,0.0000,0.0000,1770.0000,8651.0000,1800.0000,9286.0000,0.0000,0.0000,0.0000,0.0000,410.0000,821.0000,1430.0000,3866.0000
01,AL,35007,4,1410.0000,180.0000,1120.0000,90.0000,670.0000,3920.0000,1390.0000,0.0000,0.0000,0.0000,122718.0000,1410.0000,123938.0000,1320.0000,102576.0000,510.0000,243.0000,270.0000,463.0000,230.0000,291.0000,600.0000,428.0000,250.0000,2734.0000,200.0000,512.0000,170.0000,3075.0000,330.0000,7547.0000,0.0000,50.0000,141.0000,240.0000,4829.0000,80.0000,1380.0000,500.0000,1220.0000,80.0000,20.0000,0.0000,0.0000,30.0000,222.0000,40.0000,144.0000,240.0000,285.0000,0.0000,0.0000,30.0000,199.0000,780.0000,14331.0000,68524.0000,720.0000,2561.0000,50.0000,88.0000,720.0000,701.0000,780.0000,3597.0000,700.0000,4747.0000,710.0000,3409.0000,1410.0000,85264.0000,1410.0000,12260.0000,0.0000,0.0000,0.0000,0.0000,750.0000,1402.0000,50.0000,2.0000,190.0000,111.0000,180.0000,239.0000,0.0000,0.0000,580.0000,997.0000,50.0000,19.0000,170.0000,561.0000,0.0000,0.0000,0.0000,0.0000,30.0000,21.0000,1400.0000,13785.0000,0.0000,0.0000,0.0000,0.0000,20.0000,42.0000,130.0000,122.0000,0.0000,0.0000,1390.0000,10858.0000,1400.0000,11551.0000,0.0000,0.0000,0.0000,0.0000,380.0000,1078.0000,1010.0000,3255.0000
01,AL,35007,5,1700.0000,120.0000,1530.0000,60.0000,840.0000,5060.0000,1830.0000,0.0000,0.0000,0.0000,221435.0000,1700.0000,223459.0000,1630.0000,182044.0000,750.0000,591.0000,470.0000,1217.0000,420.0000,891.0000,1060.0000,1017.0000,290.0000,4917.0000,350.0000,2326.0000,210.0000,5420.0000,460.0000,13772.0000,0.0000,40.0000,106.0000,300.0000,6532.0000,150.0000,4230.0000,610.0000,2024.0000,110.0000,27.0000,0.0000,0.0000,50.0000,473.0000,60.0000,285.0000,240.0000,233.0000,50.0000,80.0000,0.0000,0.0000,1260.0000,26938.0000,166590.0000,1190.0000,6214.0000,50.0000,103.0000,1200.0000,1400.0000,1250.0000,8204.0000,1150.0000,8390.0000,1180.0000,6892.0000,1700.0000,168962.0000,1700.0000,28710.0000,0.0000,0.0000,0.0000,0.0000,830.0000,1255.0000,100.0000,8.0000,250.0000,141.0000,250.0000,360.0000,0.0000,0.0000,470.0000,665.0000,90.0000,29.0000,230.0000,825.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1690.0000,29111.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,230.0000,228.0000,0.0000,0.0000,1700.0000,27454.0000,1700.0000,28609.0000,0.0000,0.0000,0.0000,0.0000,690.0000,3009.0000,990.0000,3374.0000
01,AL,35007,6,220.0000,0.0000,200.0000,0.0000,150.0000,660.0000,250.0000,0.0000,0.0000,0.0000,71763.0000,220.0000,72931.0000,210.0000,40934.0000,160.0000,232.0000,100.0000,564.0000,100.0000,435.0000,150.0000,285.0000,50.0000,3603.0000,90.0000,3465.0000,40.0000,2081.0000,60.0000,3390.0000,0.0000,0.0000,0.0000,30.0000,832.0000,60.0000,9544.0000,70.0000,1168.0000,0.0000,0.0000,0.0000,0.0000,30.0000,296.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,210.0000,7106.0000,60611.0000,200.0000,2111.0000,0.0000,0.0000,200.0000,374.0000,210.0000,2598.0000,180.0000,1672.0000,200.0000,2408.0000,220.0000,62320.0000,220.0000,15759.0000,70.0000,171.0000,0.0000,0.0000,60.0000,29.0000,30.0000,3.0000,20.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,293.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,210.0000,11614.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,220.0000,15730.0000,220.0000,16461.0000,60.0000,61.0000,90.0000,109.0000,150.0000,3276.0000,50.0000,333.0000
